"tractid","total_population00","white_alone00","educational_attainment00","median_income00","median_rent00","income_category00","non_white00","total_population20","median_income20","median_home_value20","educational_attainment20","white_alone20","black_alone20","native_alone20","asian_alone20","native_hawaiian_pacific_islander20","some_other_race_alone20","two_or_more20","hispanic_or_latino20","income_category20","non_white_population20"
36005030701,2987,2540,1478,89827,960,"High Income",447,5580,87188,334700,2781,4054,311,0,170,0,44,100,901,"High Income",1526
36005030900,6393,5576,2803,95394,911,"Very High Income",817,3582,93750,418500,1590,2574,166,19,129,0,0,40,654,"Very High Income",1008
36005031000,4284,2600,823,69722,1003,"High Income",1684,4806,90893,483800,1018,1520,1029,196,417,0,0,115,1725,"Very High Income",3482
36005031200,1566,979,320,65417,740,"High Income",587,1779,76893,453400,550,671,461,0,308,0,3,52,284,"High Income",1108
36005031400,2015,1278,382,71750,762,"High Income",737,2228,86761,481700,527,839,269,0,255,0,48,10,807,"High Income",1389
36005031600,1791,1062,263,46786,745,"Moderate Income",729,1899,66625,513900,396,709,148,0,281,0,36,6,719,"High Income",1190
36005031800,1759,891,276,64375,894,"High Income",868,2001,75069,508600,406,720,492,23,143,0,0,0,646,"High Income",1304
36005032300,5159,3453,2075,77101,788,"High Income",1706,4423,85755,252300,2159,2807,494,0,266,0,114,102,640,"High Income",1616
36005032400,2826,781,163,27719,421,"Low Income",2045,3173,19764,483600,342,332,623,0,27,0,73,52,2066,"Low Income",2841
36005032600,3203,1836,731,58088,844,"Moderate Income",1367,3463,58798,470200,560,1593,333,6,793,0,0,35,703,"Moderate Income",1870
36005032800,4003,1519,448,37250,607,"Moderate Income",2484,4005,25500,448000,414,477,943,62,447,0,0,106,2032,"Low Income",3590
36005033000,5111,2010,526,32218,623,"Moderate Income",3101,5925,37355,439000,578,1840,863,0,46,0,57,0,3119,"Moderate Income",4085
36005033201,4023,1124,564,39085,674,"Moderate Income",2899,4490,50739,171000,1041,796,652,90,35,0,54,67,2886,"Moderate Income",3784
36005033202,4066,1136,570,39085,674,"Moderate Income",2930,4334,47672,159600,548,661,1164,0,51,0,0,29,2429,"Moderate Income",3673
36005033500,2026,1632,716,106715,820,"Very High Income",394,2112,89141,284500,781,1486,118,0,126,0,9,41,332,"High Income",626
36005033600,6138,406,287,29552,520,"Low Income",5732,6822,33816,163000,710,221,2780,20,129,0,63,0,3629,"Moderate Income",6621
36005033700,3139,2474,1139,71141,986,"High Income",665,2490,79773,608700,1008,1614,195,8,152,0,0,133,396,"High Income",884
36005033800,3698,355,139,26618,684,"Low Income",3343,4350,42353,387000,457,342,1454,52,335,0,0,51,2168,"Moderate Income",4060
36005034000,4385,516,317,34250,698,"Moderate Income",3869,4984,38243,420600,567,255,1922,116,91,0,103,105,2422,"Moderate Income",4759
36005034200,1602,192,205,41635,822,"Moderate Income",1410,2040,49231,415800,349,125,920,65,70,0,23,7,895,"Moderate Income",1980
36005034300,1513,790,357,79423,760,"High Income",723,1609,75547,635600,407,618,297,0,2,0,12,19,661,"High Income",991
36005034400,1523,421,269,48207,781,"Moderate Income",1102,2207,61141,462300,467,125,772,0,262,0,216,0,832,"High Income",2082
36005034500,3619,2242,1246,69083,806,"High Income",1377,3591,59632,441700,1282,1827,278,0,561,0,0,32,893,"Moderate Income",1764
36005034800,5917,461,591,41461,443,"Moderate Income",5456,6776,37742,390700,756,159,3077,0,172,0,0,118,3250,"Moderate Income",6617
36005035000,2062,236,317,56000,879,"Moderate Income",1826,1951,58056,372200,381,58,1193,0,48,0,21,0,631,"Moderate Income",1893
36005035100,3170,1836,824,64250,725,"High Income",1334,3628,76905,261400,1086,2066,209,20,209,0,0,70,1074,"High Income",1582
36005035600,1969,211,193,60724,1024,"High Income",1758,2400,68893,437100,470,71,1524,23,169,0,13,113,509,"High Income",2351
36005035800,6886,196,1025,47965,856,"Moderate Income",6690,8115,69939,419200,1748,190,5860,187,174,0,0,88,1616,"High Income",7925
36005035900,1391,54,63,31164,547,"Moderate Income",1337,2234,23080,364700,85,0,495,7,56,0,0,0,1683,"Low Income",2241
36005036000,2815,847,466,60639,781,"High Income",1968,2977,61929,440500,551,327,1243,0,355,0,48,40,964,"High Income",2650
36005036100,6283,25,207,16645,307,"Low Income",6258,5794,24063,238500,311,27,1565,0,3,0,0,0,4199,"Low Income",5767
36005036300,6571,57,228,16975,412,"Low Income",6514,8121,19813,422100,654,152,1412,30,0,23,0,54,6480,"Low Income",7999
36005036400,2834,19,342,65625,753,"High Income",2815,2474,64167,425800,449,0,1998,101,0,0,0,47,328,"High Income",2474
36005036501,3382,29,134,20972,585,"Low Income",3353,4079,26152,359700,379,12,1654,13,0,0,26,16,2371,"Low Income",4080
36005036502,1771,78,62,18152,499,"Low Income",1693,2182,28095,601400,110,75,468,15,50,0,0,0,1589,"Low Income",2122
36005036700,2185,35,52,20703,608,"Low Income",2150,2592,30068,446000,182,40,708,2,0,0,3,12,1829,"Moderate Income",2554
36005036800,1597,56,274,49444,780,"Moderate Income",1541,2152,50357,392900,202,42,1617,0,0,0,0,0,493,"Moderate Income",2110
36005036901,1646,8,61,17150,386,"Low Income",1638,2259,18679,0,100,4,450,6,0,0,12,0,1793,"Low Income",2261
36005036902,2311,21,129,17468,424,"Low Income",2290,2150,24375,0,199,20,807,37,0,0,0,0,1323,"Low Income",2167
36005037000,2083,178,326,54688,764,"Moderate Income",1905,2307,45694,408400,267,88,1588,0,18,0,0,45,568,"Moderate Income",2219
36005037100,4305,69,204,21290,495,"Low Income",4236,4308,26667,395400,439,90,1668,0,21,0,63,39,2427,"Low Income",4218
36005037200,2152,246,189,46923,664,"Moderate Income",1906,2083,47596,341100,229,27,1265,0,51,0,64,74,602,"Moderate Income",2056
36005037300,4631,89,231,25697,580,"Low Income",4542,5858,30928,340500,322,138,2100,72,2,0,26,9,3583,"Moderate Income",5792
36005037400,3519,195,154,27022,437,"Low Income",3324,3904,27854,593400,275,66,2032,0,147,0,13,42,1604,"Low Income",3838
36005037504,3413,145,202,20711,390,"Low Income",3268,3470,20576,0,367,72,1176,14,76,0,0,0,2146,"Low Income",3412
36005037600,2333,185,171,29904,698,"Low Income",2148,2257,53255,323100,378,111,852,16,48,0,0,5,1225,"Moderate Income",2146
36005037800,2859,218,317,35516,656,"Moderate Income",2641,3260,39758,355900,223,92,1923,0,25,0,0,0,1220,"Moderate Income",3168
36005037900,4993,17,206,24208,596,"Low Income",4976,5360,27625,282400,317,58,2595,10,122,0,54,79,2452,"Low Income",5312
36005038000,3874,110,462,35424,697,"Moderate Income",3764,5225,36781,272700,923,67,3614,0,122,0,48,27,1347,"Moderate Income",5158
36005038100,6192,210,249,19000,660,"Low Income",5982,7175,36998,423800,478,40,1998,0,74,0,60,119,4884,"Moderate Income",7135
36005038200,2612,53,266,43179,802,"Moderate Income",2559,2814,50469,366400,320,48,2073,0,38,0,10,5,640,"Moderate Income",2766
36005038301,4019,115,121,16574,585,"Low Income",3904,4842,28309,0,307,65,1190,9,6,0,22,50,3509,"Low Income",4786
36005038302,6133,176,185,16574,585,"Low Income",5957,6034,22468,0,323,39,2474,8,0,0,0,65,3456,"Low Income",6003
36005038500,4071,106,110,15880,560,"Low Income",3965,4757,19163,447000,139,43,1530,26,0,0,0,73,3111,"Low Income",4740
36005038600,7123,76,656,39187,707,"Moderate Income",7047,8408,62577,375400,1145,69,6792,0,802,105,0,117,523,"High Income",8339
36005038700,3132,753,307,18042,619,"Low Income",2379,3630,23377,294600,292,662,571,0,17,0,16,23,2341,"Low Income",2968
36005038800,2634,31,255,47381,692,"Moderate Income",2603,2528,57500,377300,363,34,1951,0,26,0,0,16,501,"Moderate Income",2494
36005038900,4558,1480,183,24688,632,"Low Income",3078,6040,32062,429600,435,1505,595,58,114,0,19,27,3780,"Moderate Income",4593
36005039000,2583,78,267,47740,717,"Moderate Income",2505,2515,35313,417900,250,80,1916,0,59,0,0,0,460,"Moderate Income",2435
36005039100,6372,1094,249,20687,580,"Low Income",5278,7089,33020,354700,1036,638,884,0,133,0,0,147,5287,"Moderate Income",6451
36005039200,1604,9,156,38333,726,"Moderate Income",1595,1738,40282,454100,199,32,1108,0,0,0,89,5,504,"Moderate Income",1706
36005039300,7731,876,213,15370,535,"Low Income",6855,9292,21651,372500,510,316,2271,0,56,0,55,90,6504,"Low Income",8976
36005039400,4453,280,199,33390,628,"Moderate Income",4173,5143,31738,436900,386,136,3236,107,0,0,6,0,1658,"Moderate Income",5007
36005039500,3210,40,145,16865,574,"Low Income",3170,4327,23860,448000,464,56,1673,57,30,0,0,0,2511,"Low Income",4271
36005039600,3316,93,220,31250,675,"Moderate Income",3223,4743,39821,388100,396,45,3891,0,23,0,52,70,662,"Moderate Income",4698
36005039700,4012,2377,265,19170,538,"Low Income",1635,3939,27440,450000,96,2325,243,0,220,0,6,72,1073,"Low Income",1614
36005039800,2758,35,307,41474,749,"Moderate Income",2723,3442,75962,407500,693,130,3019,0,64,0,0,0,229,"High Income",3312
36005039901,5550,316,250,17274,643,"Low Income",5234,5983,25362,350000,405,114,923,47,310,0,109,22,4505,"Low Income",5916
36005039902,4960,154,202,16591,640,"Low Income",4806,5375,33142,0,366,534,695,74,0,31,0,29,4044,"Moderate Income",4873
36005040100,5302,524,340,26399,706,"Low Income",4778,4425,31208,0,200,106,433,0,202,0,0,30,3654,"Moderate Income",4319
36005040302,4472,149,119,20776,663,"Low Income",4323,4438,28152,0,216,73,821,83,203,0,0,46,3262,"Low Income",4415
36005040303,4820,269,284,25770,685,"Low Income",4551,5149,38199,357500,480,142,795,208,187,0,39,59,3741,"Moderate Income",5029
36005040304,3738,210,221,25770,685,"Low Income",3528,4009,22750,0,258,65,110,7,210,0,10,6,3608,"Low Income",3951
36005040400,2990,85,273,44531,917,"Moderate Income",2905,3483,49306,385900,693,60,2938,0,0,32,44,0,409,"Moderate Income",3423
36005040501,4079,151,218,25688,656,"Low Income",3928,4521,35464,441800,233,111,421,0,231,0,13,43,3702,"Moderate Income",4410
36005040502,7099,265,380,25688,656,"Low Income",6834,7172,28750,522400,653,95,2165,16,134,0,42,26,4710,"Low Income",7093
36005040600,3398,44,378,32004,710,"Moderate Income",3354,3870,48267,419400,479,1,3020,0,59,0,0,26,764,"Moderate Income",3869
36005040701,3309,408,220,22607,705,"Low Income",2901,3291,35785,0,362,138,315,17,43,0,137,12,2646,"Moderate Income",3170
36005040702,6718,1006,577,31235,681,"Moderate Income",5712,7050,33419,0,659,567,730,18,298,0,22,178,5255,"Moderate Income",6501
36005040800,4014,127,290,29850,707,"Low Income",3887,4710,32262,440300,456,345,2838,134,0,0,55,43,1422,"Moderate Income",4492
36005040900,3626,926,479,48571,587,"Moderate Income",2700,3122,46127,103800,670,494,2007,0,100,0,0,15,506,"Moderate Income",2628
36005041100,2481,484,202,37303,730,"Moderate Income",1997,3416,36681,143400,372,389,792,18,230,0,0,0,2005,"Moderate Income",3045
36005041300,7515,1756,960,32302,705,"Moderate Income",5759,7897,46627,237500,1187,537,870,45,443,0,0,175,5872,"Moderate Income",7405
36005041400,5011,581,324,35688,718,"Moderate Income",4430,4769,51434,428000,787,348,2813,0,170,0,48,112,1278,"Moderate Income",4421
36005041500,5635,1134,743,36417,705,"Moderate Income",4501,6238,50440,0,720,447,1121,0,125,0,57,137,4351,"Moderate Income",5791
36005041800,3564,365,303,46279,707,"Moderate Income",3199,4194,40208,434900,506,139,1734,0,491,0,71,95,1664,"Moderate Income",4055
36005041900,6837,1471,1049,24563,685,"Low Income",5366,7238,33759,406300,1036,1200,881,0,607,0,0,23,4527,"Moderate Income",6038
36005042000,3788,320,317,28278,675,"Low Income",3468,3698,31417,332700,343,134,2140,95,178,25,0,0,1221,"Moderate Income",3659
36005042100,6831,748,1172,32188,671,"Moderate Income",6083,5887,31969,132400,957,534,791,0,658,0,0,123,3781,"Moderate Income",5353
36005042200,2712,325,249,39474,716,"Moderate Income",2387,3338,54698,353900,496,69,2654,14,0,0,77,56,482,"Moderate Income",3283
36005042300,3863,968,350,35911,691,"Moderate Income",2895,4658,35288,413600,668,642,426,45,432,0,39,9,3110,"Moderate Income",4061
36005042400,2517,92,301,53571,753,"Moderate Income",2425,2485,71406,381500,465,83,1924,7,35,0,0,8,428,"High Income",2402
36005042500,6530,1523,506,27073,699,"Low Income",5007,5940,27241,567100,589,702,447,106,735,0,0,18,4038,"Low Income",5344
36005042600,6470,203,987,58679,852,"Moderate Income",6267,6942,84850,449700,1633,345,5499,0,503,0,0,30,565,"High Income",6597
36005042800,2275,95,258,66214,938,"High Income",2180,2069,69800,378900,453,55,1607,0,16,0,0,54,337,"High Income",2014
36005042901,3521,709,269,27788,708,"Low Income",2812,4123,42625,562500,485,430,535,0,611,0,32,37,2478,"Moderate Income",3693
36005042902,3349,544,247,36250,693,"Moderate Income",2805,4445,26621,0,693,263,800,158,173,0,16,58,3106,"Low Income",4311
36005043000,3124,268,341,55333,689,"Moderate Income",2856,3648,55197,405900,593,134,2669,7,175,0,83,139,441,"Moderate Income",3514
36005043100,9816,964,867,27832,702,"Low Income",8852,10265,29568,0,1020,495,1720,16,1231,0,0,307,6512,"Low Income",9786
36005043400,3502,455,313,39839,722,"Moderate Income",3047,3952,45625,460100,452,144,2183,0,271,0,127,35,1192,"Moderate Income",3808
36005043600,2276,188,205,59868,803,"Moderate Income",2088,2237,67553,362300,548,98,1286,0,284,0,57,0,512,"High Income",2139
36005044200,3806,180,438,44000,711,"Moderate Income",3626,3642,52474,434300,426,360,2292,0,0,0,0,8,982,"Moderate Income",3282
36005044400,4025,181,597,61252,860,"High Income",3844,4155,66190,387100,694,110,3349,62,124,0,116,87,369,"High Income",4107
36005044800,1760,96,296,66287,1035,"High Income",1664,1964,90132,411100,415,26,1576,0,63,0,84,14,201,"Very High Income",1938
36005044901,1993,1861,459,60592,756,"High Income",132,1550,67368,3e+05,480,1209,103,7,23,0,0,28,187,"High Income",348
36005044902,2041,1985,287,58333,787,"Moderate Income",56,1882,68000,439600,575,1468,106,0,71,0,0,14,223,"High Income",414
36005045101,1783,1650,431,66667,731,"High Income",133,1537,63819,376700,499,1195,33,0,124,0,0,28,157,"High Income",342
36005045102,1953,1698,336,52195,750,"Moderate Income",255,1637,66194,409000,481,1282,100,0,35,0,0,18,202,"High Income",355
36005045600,2828,752,405,68019,851,"High Income",2076,3189,79257,519100,521,613,1642,0,71,0,23,83,757,"High Income",2576
36005045800,7329,58,205,13951,268,"Low Income",7271,5506,24421,0,354,13,1839,0,58,0,11,151,3434,"Low Income",5493
36005046000,2746,122,318,35903,635,"Moderate Income",2624,3073,34808,426200,211,55,2043,14,3,0,0,23,948,"Moderate Income",3031
36005046201,24834,4323,4043,52801,620,"Moderate Income",20511,28937,46491,24200,5358,2093,16231,72,396,0,105,497,9605,"Moderate Income",26906
36005046202,7320,738,874,43294,629,"Moderate Income",6582,9690,37440,370100,1432,153,6474,280,106,0,143,77,2639,"Moderate Income",9719
36005048400,3801,88,587,62396,972,"High Income",3713,4244,74583,396700,765,160,3197,176,10,0,18,74,785,"High Income",4260
36005051600,4520,3801,1147,73750,798,"High Income",719,4265,88061,498500,1217,2895,27,0,195,0,23,0,1125,"High Income",1370
36047000100,5311,3836,2403,112010,733,"Very High Income",1475,4116,88238,710700,2370,2811,369,21,419,0,0,178,318,"High Income",1305
36047000200,1309,59,24,32174,749,"Moderate Income",1250,1506,34931,450000,93,52,24,0,56,0,13,24,1337,"Moderate Income",1454
36047000301,5101,4103,3028,144248,988,"Very High Income",998,4340,130063,998500,2565,3436,121,24,244,0,9,254,276,"Very High Income",928
36047000501,2812,2352,1833,145502,909,"Very High Income",460,4536,129107,811600,2243,3197,174,0,482,9,10,219,445,"Very High Income",1339
36047000502,3252,2720,2121,145502,909,"Very High Income",532,2756,106667,583300,1969,2099,83,0,214,0,9,104,247,"Very High Income",657
36047000700,3668,2878,2247,151958,1079,"Very High Income",790,4054,157534,1564700,2631,3126,58,0,415,0,8,144,303,"Very High Income",928
36047000900,2173,1540,1302,125886,919,"Very High Income",633,4410,161144,865400,2963,3065,213,0,563,0,0,275,294,"Very High Income",1345
36047001100,109,40.5,21.5,28988,701,"Low Income",68.5,1237,126726,1322900,929,806,86,0,150,0,0,28,167,"Very High Income",431
36047001300,2546,1446,1243,101761,1078,"Very High Income",1100,2401,112000,448800,1125,1446,277,0,159,0,11,45,463,"Very High Income",955
36047001500,2515,240,255,16755,278,"Low Income",2275,7391,102899,941500,3477,2264,1693,11,1687,17,60,209,1461,"Very High Income",5138
36047002000,1559,94,75,24432,676,"Low Income",1465,1232,64653,625000,122,37,22,37,85,0,0,0,1088,"High Income",1232
36047002100,1137,814,547,106530,1192,"Very High Income",323,4910,212159,1475000,3156,3463,223,0,532,0,0,372,320,"Very High Income",1447
36047002200,4240,824,367,33924,629,"Moderate Income",3416,4907,37299,0,754,879,125,0,695,0,0,13,3195,"Moderate Income",4028
36047002300,4522,36.5,47,11275,276,"Low Income",4485.5,4707,19510,0,401,34,2354,68,733,0,0,156,1430,"Low Income",4741
36047002901,4314,45,69,12589,234,"Low Income",4269,4289,22905,0,208,98,2071,0,870,0,0,44,1206,"Low Income",4191
36047003000,2009,1420,568,60040,791,"High Income",589,1780,70125,713800,628,967,70,0,227,0,26,53,437,"High Income",813
36047003100,2756,391,607,47888,648,"Moderate Income",2365,2800,85577,437800,1109,817,980,0,523,0,5,191,284,"High Income",1983
36047003300,2438,654,908,39671,908,"Moderate Income",1784,3512,118565,899300,1961,1886,903,0,253,0,0,172,298,"Very High Income",1626
36047003400,2889,2200,807,57361,775,"Moderate Income",689,3022,77216,663300,1062,1723,139,0,637,0,0,29,494,"High Income",1299
36047003500,1470,362,483,73977,798,"High Income",1108,1708,79083,1638200,879,693,617,0,106,0,13,78,201,"High Income",1015
36047003600,3940,2923,1181,50690,764,"Moderate Income",1017,4245,67105,360700,1549,2488,77,18,926,0,62,41,642,"High Income",1766
36047003700,384,140,121,27955,828,"Low Income",244,1175,136176,843400,738,876,63,0,138,0,0,66,32,"Very High Income",299
36047003800,1599,1408,648,78745,875,"High Income",191,1506,86000,843100,536,1072,0,0,247,0,0,113,74,"High Income",434
36047003900,2100,874,673,45179,690,"Moderate Income",1226,2411,108214,1150000,1294,1369,191,12,326,0,20,119,386,"Very High Income",1054
36047004100,3317,2212,1584,88487,931,"High Income",1105,3649,121818,2000001,1926,2360,435,0,425,0,52,50,327,"Very High Income",1289
36047004300,2918,1326,958,78005,1006,"High Income",1592,3336,120368,1156300,2157,2046,289,0,276,33,22,175,495,"Very High Income",1290
36047004400,2548,2242,903,107001,947,"Very High Income",306,2373,108125,1006900,1076,1930,12,0,227,0,0,9,195,"Very High Income",443
36047004500,3464,2881,2102,130840,1031,"Very High Income",583,3651,145721,1164800,2413,2960,75,0,263,0,6,203,144,"Very High Income",691
36047004600,1279,1120,334,80699,835,"High Income",159,1378,103750,976900,556,1134,8,0,164,0,0,0,72,"Very High Income",244
36047004700,1214,574,464,72545,783,"High Income",640,2025,107198,1247400,1029,1143,292,0,135,0,10,89,356,"Very High Income",882
36047004900,2575,1660,1158,87855,1002,"High Income",915,2631,125833,1085800,1565,1612,291,0,196,0,8,93,431,"Very High Income",1019
36047005000,2345,1961,775,91523,849,"Very High Income",384,2369,104890,981100,1129,1743,21,0,242,0,0,29,334,"Very High Income",626
36047005100,2167,1267,752,61806,951,"High Income",900,2523,99792,696000,1322,1667,56,11,119,0,41,127,513,"Very High Income",867
36047005201,1777,1600,497,103385,409,"Very High Income",177,1662,31302,907500,750,1299,10,13,218,0,0,0,122,"Moderate Income",363
36047005202,2451,2229,720,64792,856,"High Income",222,2424,74083,326800,1183,2084,79,0,127,0,0,28,106,"High Income",340
36047005300,1780,508,283,33774,633,"Moderate Income",1272,2420,93750,880400,931,1208,233,5,40,0,42,61,836,"Very High Income",1217
36047005400,3253,2610,1035,56571,791,"Moderate Income",643,3054,67015,557600,1456,2256,58,17,281,0,0,65,377,"High Income",798
